months_as_customer,age,policy_state,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,incident_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
316,45,IL,1290.74,FEMALE,High School,prof-specialty,Multi-vehicle Collision,Major Damage,Ambulance,VA,3,2,0,78870,7170,14340,57360,Suburu,2013,N
285,47,IN,1216.68,FEMALE,Masters,sales,Vehicle Theft,Trivial Damage,Police,SC,1,1,1,2700,300,300,2100,Ford,2013,N
379,54,IL,1251.16,FEMALE,Associate,machine-op-inspct,Single Vehicle Collision,Total Loss,Ambulance,WV,1,0,1,75960,6330,6330,63300,Jeep,2010,N
15,34,IN,1586.41,FEMALE,High School,sales,Single Vehicle Collision,Major Damage,Police,WV,1,1,3,75570,6870,13740,54960,BMW,2010,Y
354,48,IL,1526.11,FEMALE,Masters,sales,Single Vehicle Collision,Minor Damage,Police,SC,1,2,3,90240,15040,15040,60160,Chevrolet,1995,N
342,53,IN,1028.44,FEMALE,College,prof-specialty,Single Vehicle Collision,Major Damage,Ambulance,SC,1,0,0,80960,14720,7360,58880,Accura,2000,N
169,38,IL,1555.94,MALE,PhD,craft-repair,Multi-vehicle Collision,Total Loss,Other,VA,3,1,3,79080,6590,13180,59310,Mercedes,2012,N
339,49,IN,1570.77,MALE,JD,adm-clerical,Vehicle Theft,Minor Damage,None,SC,1,0,3,6820,1240,620,4960,Mercedes,2009,N
259,42,OH,1170.53,FEMALE,PhD,armed-forces,Multi-vehicle Collision,Total Loss,Fire,WV,3,1,2,62590,5690,11380,45520,Nissan,2006,N
65,23,OH,1099.95,FEMALE,College,sales,Single Vehicle Collision,Major Damage,Other,NY,1,1,0,52400,6550,6550,39300,Accura,2005,Y
254,46,IL,1472.43,MALE,MD,tech-support,Multi-vehicle Collision,Major Damage,Ambulance,WV,3,1,3,63580,5780,11560,46240,Volkswagen,2004,N
440,55,IL,1275.62,FEMALE,Associate,priv-house-serv,Multi-vehicle Collision,Minor Damage,Police,NY,3,2,1,61400,6140,6140,49120,Nissan,1995,N
478,63,IL,1292.3,MALE,High School,adm-clerical,Parked Car,Minor Damage,None,VA,1,1,3,4700,940,470,3290,Dodge,2007,Y
230,44,IN,1009.37,FEMALE,College,prof-specialty,Single Vehicle Collision,Total Loss,Fire,SC,1,0,2,74140,13480,13480,47180,BMW,2015,N
138,30,OH,1093.07,FEMALE,PhD,other-service,Single Vehicle Collision,Major Damage,Other,VA,1,2,2,83160,6930,13860,62370,Volkswagen,2011,N
239,41,OH,1325.44,FEMALE,JD,farming-fishing,Parked Car,Trivial Damage,Police,NC,1,0,2,10790,1660,830,8300,Mercedes,2013,N
93,31,IL,1017.18,FEMALE,MD,prof-specialty,Multi-vehicle Collision,Major Damage,Police,NC,3,1,3,48070,8740,8740,30590,Saab,2014,N
37,25,OH,1221.17,FEMALE,Masters,protective-serv,Multi-vehicle Collision,Minor Damage,Ambulance,SC,3,0,0,51030,5670,11340,34020,Suburu,1996,N
254,40,IN,1927.87,MALE,MD,prof-specialty,Single Vehicle Collision,Minor Damage,Fire,VA,1,0,1,43280,0,5410,37870,Honda,1996,Y
131,29,IN,978.27,FEMALE,Associate,sales,Single Vehicle Collision,Major Damage,Fire,SC,1,1,3,76400,15280,7640,53480,Suburu,2003,N
230,43,IN,1221.14,MALE,MD,prof-specialty,Single Vehicle Collision,Total Loss,Ambulance,VA,1,0,2,75460,13720,13720,48020,Audi,2002,N
313,50,OH,1255.62,MALE,MD,armed-forces,Multi-vehicle Collision,Major Damage,Other,OH,3,2,1,69000,13800,6900,48300,Ford,1995,Y
210,38,IN,999.52,MALE,JD,tech-support,Vehicle Theft,Minor Damage,Police,VA,1,1,2,8640,1440,720,6480,Accura,2008,N
101,29,OH,1380.89,MALE,PhD,armed-forces,Multi-vehicle Collision,Minor Damage,Ambulance,SC,3,2,1,67210,12220,12220,42770,BMW,1996,N
153,37,IN,1010.77,MALE,High School,transport-moving,Multi-vehicle Collision,Total Loss,Ambulance,NC,3,0,3,42500,4250,4250,34000,Volkswagen,1999,N
337,53,OH,1205.86,MALE,Associate,armed-forces,Single Vehicle Collision,Minor Damage,Fire,SC,1,0,1,86400,14400,7200,64800,Accura,2001,N
360,51,IL,1526.61,MALE,Masters,handlers-cleaners,Vehicle Theft,Minor Damage,Police,SC,1,2,2,4620,840,840,2940,Dodge,2009,Y
428,53,IL,1496.44,FEMALE,High School,tech-support,Parked Car,Trivial Damage,Police,NC,1,2,2,6930,630,1260,5040,Honda,2013,N
204,40,IL,1256.2,FEMALE,JD,sales,Multi-vehicle Collision,Minor Damage,Other,SC,3,1,2,41700,8340,8340,25020,Saab,2013,N
364,51,IL,1268.35,MALE,Masters,transport-moving,Single Vehicle Collision,Major Damage,Other,NY,1,2,1,77330,14060,14060,49210,Volkswagen,2014,Y
185,35,IN,1421.59,MALE,College,other-service,Vehicle Theft,Trivial Damage,Police,WV,1,2,3,4950,900,450,3600,Ford,2011,N
63,26,IL,1500.04,MALE,PhD,craft-repair,Vehicle Theft,Minor Damage,Police,NC,1,0,2,5160,860,860,3440,Accura,2004,N
210,35,IL,1433.24,FEMALE,College,exec-managerial,Multi-vehicle Collision,Total Loss,Fire,WV,3,2,1,24570,2730,2730,19110,Saab,2006,Y
194,38,IN,1231.25,FEMALE,PhD,craft-repair,Multi-vehicle Collision,Minor Damage,Ambulance,WV,3,1,0,53680,4880,9760,39040,Toyota,2011,N
294,49,IN,1135.43,MALE,Masters,farming-fishing,Multi-vehicle Collision,Total Loss,Police,WV,3,1,1,42900,3900,3900,35100,Chevrolet,2010,N
272,41,OH,945.73,MALE,MD,protective-serv,Single Vehicle Collision,Minor Damage,Fire,NY,1,0,0,84100,16820,8410,58870,Ford,2009,Y
27,27,IN,1118.76,FEMALE,College,adm-clerical,Single Vehicle Collision,Total Loss,Fire,NY,1,1,3,61560,6840,6840,47880,Ford,2008,N
251,39,IN,1231.98,FEMALE,Associate,other-service,Single Vehicle Collision,Minor Damage,Police,NY,1,0,0,44240,5530,5530,33180,Dodge,1997,N
180,33,IN,1005.47,FEMALE,JD,protective-serv,Multi-vehicle Collision,Minor Damage,Ambulance,VA,4,2,3,57700,11540,5770,40390,Jeep,2002,N
392,50,OH,1108.97,FEMALE,PhD,exec-managerial,Single Vehicle Collision,Minor Damage,Other,WV,1,2,2,108030,16620,16620,74790,Saab,2002,N
143,30,IN,1392.39,FEMALE,High School,exec-managerial,Single Vehicle Collision,Minor Damage,Fire,SC,1,2,0,54300,10860,5430,38010,Toyota,2010,N
371,54,IN,1317.97,MALE,High School,craft-repair,Multi-vehicle Collision,Major Damage,Ambulance,SC,3,1,2,32280,5380,5380,21520,Ford,2010,Y
292,42,IN,1588.22,MALE,JD,machine-op-inspct,Multi-vehicle Collision,Total Loss,Other,WV,3,1,1,84600,16920,8460,59220,Chevrolet,2007,N
165,35,IL,900.02,MALE,College,craft-repair,Single Vehicle Collision,Total Loss,Other,SC,1,1,3,69700,6970,6970,55760,BMW,2008,N
158,33,OH,1744.64,MALE,JD,prof-specialty,Multi-vehicle Collision,Total Loss,Ambulance,WV,3,0,1,36400,3640,7280,25480,Volkswagen,1998,N
241,39,OH,1260.56,FEMALE,JD,adm-clerical,Multi-vehicle Collision,Minor Damage,Police,SC,3,0,2,37520,4690,4690,28140,Jeep,2010,N
103,33,OH,1021.14,FEMALE,Masters,other-service,Multi-vehicle Collision,Major Damage,Ambulance,NY,3,2,3,79090,14380,14380,50330,Dodge,2014,N
402,54,OH,1285.09,MALE,JD,farming-fishing,Single Vehicle Collision,Major Damage,Other,NY,1,0,2,67770,7530,15060,45180,Mercedes,2013,Y
102,32,OH,1537.07,MALE,JD,tech-support,Single Vehicle Collision,Total Loss,Other,OH,1,1,0,47400,9480,4740,33180,Chevrolet,2004,Y
182,40,IN,1022.42,MALE,PhD,other-service,Single Vehicle Collision,Total Loss,Other,SC,1,0,2,71100,7110,14220,49770,Audi,2008,N
282,46,OH,1558.86,MALE,MD,other-service,Single Vehicle Collision,Minor Damage,Police,NY,1,2,2,69400,13880,6940,48580,BMW,2012,N
222,39,OH,1757.87,MALE,High School,transport-moving,Multi-vehicle Collision,Major Damage,Other,SC,3,2,1,55000,5000,10000,40000,Saab,1996,Y
415,52,IN,973.5,MALE,PhD,machine-op-inspct,Multi-vehicle Collision,Total Loss,Police,WV,2,1,3,51090,7860,7860,35370,Toyota,2003,N
51,34,OH,1430.8,MALE,PhD,machine-op-inspct,Single Vehicle Collision,Major Damage,Fire,NY,1,2,3,64200,6420,19260,38520,Honda,2007,Y
255,45,IL,1192.27,MALE,High School,sales,Single Vehicle Collision,Total Loss,Other,NC,1,2,0,67320,12240,12240,42840,Ford,2006,N
143,31,IL,1163.83,MALE,Associate,protective-serv,Multi-vehicle Collision,Major Damage,Other,NC,4,2,0,76120,6920,13840,55360,Audi,1999,N
130,28,OH,1003.15,FEMALE,JD,farming-fishing,Multi-vehicle Collision,Minor Damage,Ambulance,SC,2,2,1,85020,13080,13080,58860,Ford,2010,N
242,41,OH,1153.54,MALE,Masters,protective-serv,Multi-vehicle Collision,Minor Damage,Fire,NY,3,0,1,68090,12380,12380,43330,Toyota,2009,N
96,27,IL,1631.1,FEMALE,High School,priv-house-serv,Parked Car,Trivial Damage,Police,WV,1,1,2,6030,670,670,4690,Nissan,2007,N
180,35,IL,1252.48,MALE,MD,machine-op-inspct,Vehicle Theft,Minor Damage,None,OH,1,1,3,5100,1020,510,3570,Chevrolet,2000,N
150,30,IN,1677.26,MALE,College,sales,Vehicle Theft,Trivial Damage,Police,WV,1,1,3,4590,510,510,3570,Volkswagen,2013,N
463,59,IL,979.73,FEMALE,JD,exec-managerial,Multi-vehicle Collision,Major Damage,Other,SC,2,1,2,72400,7240,14480,50680,Chevrolet,1999,Y
472,64,IN,989.24,MALE,Masters,other-service,Single Vehicle Collision,Major Damage,Fire,NY,1,2,3,70900,14180,7090,49630,Mercedes,2002,N
75,25,IL,1389.86,FEMALE,Associate,priv-house-serv,Multi-vehicle Collision,Total Loss,Other,WV,2,2,3,65100,6510,6510,52080,Saab,2011,N
193,40,OH,1233.85,FEMALE,College,handlers-cleaners,Multi-vehicle Collision,Total Loss,Ambulance,PA,3,2,1,64260,0,14280,49980,Ford,1999,N
43,43,IL,1320.39,FEMALE,Associate,armed-forces,Single Vehicle Collision,Major Damage,Ambulance,WV,1,2,1,79970,7270,21810,50890,Honda,1996,Y
253,41,IN,1435.09,FEMALE,College,machine-op-inspct,Single Vehicle Collision,Total Loss,Police,SC,1,2,0,56610,6290,6290,44030,Chevrolet,1995,N
152,30,IN,1448.54,FEMALE,JD,craft-repair,Single Vehicle Collision,Major Damage,Fire,VA,1,1,1,84590,7690,7690,69210,Toyota,2000,Y
160,38,OH,1733.56,MALE,High School,sales,Multi-vehicle Collision,Major Damage,Fire,SC,3,2,1,66780,7420,14840,44520,Mercedes,1996,N
56,36,IN,1533.07,MALE,JD,farming-fishing,Single Vehicle Collision,Major Damage,Police,NC,1,1,2,58500,0,6500,52000,Ford,2001,N
286,41,IL,1106.77,FEMALE,College,prof-specialty,Parked Car,Trivial Damage,Police,WV,1,2,0,5000,500,500,4000,Dodge,2003,N
3,29,IL,995.7,FEMALE,JD,priv-house-serv,Parked Car,Trivial Damage,Police,PA,1,2,1,5000,500,1000,3500,Mercedes,2008,Y
286,41,IL,1298.85,FEMALE,High School,sales,Multi-vehicle Collision,Major Damage,Ambulance,NY,3,1,3,54450,6050,12100,36300,Saab,2007,N
239,38,OH,1276.73,FEMALE,Masters,handlers-cleaners,Multi-vehicle Collision,Major Damage,Police,WV,3,1,3,61920,6880,6880,48160,Saab,2003,N
64,29,OH,1202.28,MALE,High School,exec-managerial,Single Vehicle Collision,Minor Damage,Ambulance,VA,1,1,2,43700,4370,4370,34960,Nissan,2007,Y
98,31,IN,671.92,MALE,Masters,machine-op-inspct,Single Vehicle Collision,Minor Damage,Other,NC,1,2,0,64080,7120,7120,49840,Ford,1997,N
16,35,IL,1358.03,MALE,JD,sales,Single Vehicle Collision,Total Loss,Other,SC,1,2,1,55000,10000,10000,35000,Volkswagen,2008,Y
70,27,IN,1008.79,FEMALE,Masters,adm-clerical,Vehicle Theft,Trivial Damage,Police,WV,1,2,3,4400,0,550,3850,Toyota,2000,N
75,27,OH,1141.1,MALE,JD,armed-forces,Multi-vehicle Collision,Minor Damage,Police,SC,2,0,1,71640,5970,11940,53730,Toyota,2008,N
246,44,OH,1397,MALE,High School,machine-op-inspct,Single Vehicle Collision,Minor Damage,Other,NY,1,1,0,61740,6860,6860,48020,Accura,1997,N
110,27,OH,1664.66,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Total Loss,Ambulance,SC,1,0,3,57500,5750,5750,46000,Audi,2010,N
236,39,IN,1151.39,FEMALE,Masters,exec-managerial,Parked Car,Minor Damage,Police,NY,1,0,0,8700,870,1740,6090,Accura,2003,N
267,46,OH,1546.01,FEMALE,MD,adm-clerical,Multi-vehicle Collision,Total Loss,Police,VA,4,2,1,77100,15420,7710,53970,Volkswagen,1996,N
463,57,IL,1063.67,MALE,Masters,priv-house-serv,Single Vehicle Collision,Minor Damage,Police,NY,1,2,0,59400,6600,6600,46200,Dodge,1995,N
303,46,IN,709.14,MALE,Masters,machine-op-inspct,Multi-vehicle Collision,Minor Damage,Fire,NY,3,1,0,54890,9980,4990,39920,Toyota,2006,N
137,30,IL,1039.55,MALE,MD,exec-managerial,Multi-vehicle Collision,Minor Damage,Other,WV,3,2,1,74030,6730,13460,53840,Chevrolet,2005,N
56,42,IL,1339.39,FEMALE,Associate,adm-clerical,Single Vehicle Collision,Total Loss,Other,NY,1,1,2,61490,11180,11180,39130,BMW,1998,N
75,27,IN,1202.75,MALE,High School,handlers-cleaners,Multi-vehicle Collision,Minor Damage,Police,SC,3,0,2,79560,6630,13260,59670,Volkswagen,2003,N
131,33,IL,1081.17,MALE,MD,sales,Parked Car,Minor Damage,Police,NY,1,0,1,4900,490,490,3920,Toyota,2010,N
153,34,IL,991.39,MALE,High School,tech-support,Multi-vehicle Collision,Total Loss,Other,WV,3,1,0,77770,14140,14140,49490,Nissan,2000,N
255,43,IN,984.02,FEMALE,JD,transport-moving,Multi-vehicle Collision,Major Damage,Fire,SC,2,2,2,74700,7470,14940,52290,Nissan,2007,Y
103,26,IL,1354.83,MALE,MD,tech-support,Multi-vehicle Collision,Minor Damage,Police,NY,2,2,2,40600,4060,4060,32480,Volkswagen,2010,N
97,28,OH,830.31,MALE,JD,farming-fishing,Single Vehicle Collision,Total Loss,Ambulance,SC,1,1,0,45270,10060,10060,25150,Jeep,2006,N
214,36,IL,987.42,FEMALE,Associate,machine-op-inspct,Multi-vehicle Collision,Minor Damage,Ambulance,NY,3,0,3,47080,4280,8560,34240,Saab,2006,N
438,57,OH,1119.29,FEMALE,MD,machine-op-inspct,Single Vehicle Collision,Minor Damage,Police,SC,1,0,0,40700,4070,4070,32560,Volkswagen,2000,Y
87,27,OH,1048.39,FEMALE,Masters,transport-moving,Single Vehicle Collision,Minor Damage,Police,NY,1,2,1,34650,6300,3150,25200,Ford,1996,N
27,28,OH,1074.47,MALE,MD,protective-serv,Parked Car,Trivial Damage,Police,WV,1,2,0,3200,400,400,2400,Jeep,2012,N
206,42,IL,1230.76,MALE,High School,machine-op-inspct,Single Vehicle Collision,Major Damage,Fire,VA,1,1,1,78980,7180,14360,57440,Saab,1997,Y
127,31,OH,1255.02,MALE,Associate,sales,Parked Car,Minor Damage,None,SC,1,1,0,6160,560,1120,4480,Nissan,1996,N
422,60,IN,1555.52,FEMALE,MD,machine-op-inspct,Single Vehicle Collision,Major Damage,Ambulance,NC,1,1,1,85250,15500,7750,62000,Mercedes,1999,N
303,50,IL,836.11,MALE,Masters,sales,Multi-vehicle Collision,Major Damage,Fire,SC,4,1,2,72840,12140,6070,54630,Dodge,2010,N
228,40,IN,1450.98,MALE,Associate,exec-managerial,Parked Car,Trivial Damage,Police,WV,1,0,2,6050,1100,1100,3850,Toyota,2010,N
239,39,IN,625.08,FEMALE,JD,protective-serv,Single Vehicle Collision,Major Damage,Fire,SC,1,2,3,87890,15980,7990,63920,BMW,2014,Y
330,47,IL,1133.27,FEMALE,High School,craft-repair,Multi-vehicle Collision,Total Loss,Other,NY,2,0,2,60500,11000,5500,44000,Ford,1999,Y
128,35,IN,1366.6,FEMALE,MD,machine-op-inspct,Multi-vehicle Collision,Minor Damage,Fire,NY,3,2,1,88220,16040,16040,56140,Chevrolet,2008,N
147,37,OH,1439.9,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Total Loss,Other,SC,2,1,2,53680,9760,4880,39040,Accura,2004,N
287,45,OH,1230.69,MALE,Masters,transport-moving,Single Vehicle Collision,Minor Damage,Fire,VA,1,0,2,53800,5380,5380,43040,Accura,2006,N
142,29,OH,1307.68,FEMALE,MD,craft-repair,Single Vehicle Collision,Major Damage,Police,NY,1,1,2,54360,4530,9060,40770,Mercedes,1995,Y
162,35,IL,1124.69,FEMALE,Masters,handlers-cleaners,Single Vehicle Collision,Major Damage,Police,WV,1,0,3,54340,9880,4940,39520,Toyota,2001,N
140,35,OH,1520.78,FEMALE,High School,craft-repair,Parked Car,Trivial Damage,None,SC,1,0,2,2860,520,260,2080,Chevrolet,1997,Y
106,28,OH,1609.11,MALE,High School,craft-repair,Vehicle Theft,Minor Damage,Police,WV,1,2,1,5490,0,1220,4270,Saab,1999,N
292,45,IL,1358.91,MALE,Masters,craft-repair,Vehicle Theft,Trivial Damage,Police,WV,1,0,2,7370,670,1340,5360,Suburu,1997,N
34,34,OH,1295.87,FEMALE,PhD,priv-house-serv,Multi-vehicle Collision,Major Damage,Ambulance,NC,3,1,0,50800,5080,5080,40640,Audi,1997,Y
290,48,IL,1161.03,MALE,Associate,adm-clerical,Multi-vehicle Collision,Minor Damage,Fire,VA,2,1,1,41520,5190,5190,31140,Nissan,2014,N
182,38,OH,1441.06,FEMALE,Masters,armed-forces,Single Vehicle Collision,Total Loss,Police,NY,1,2,3,89650,8150,16300,65200,Dodge,2005,N
362,55,OH,1097.99,FEMALE,JD,other-service,Multi-vehicle Collision,Total Loss,Police,NY,3,0,3,39690,0,0,39690,Suburu,1998,N
143,32,IL,1464.42,FEMALE,High School,exec-managerial,Single Vehicle Collision,Major Damage,Ambulance,SC,1,2,0,62260,5660,5660,50940,Saab,1995,N
183,38,IL,1543.68,FEMALE,Masters,prof-specialty,Single Vehicle Collision,Major Damage,Police,NC,1,0,1,51920,9440,4720,37760,Audi,2001,Y
254,40,IL,1390.89,MALE,College,armed-forces,Single Vehicle Collision,Minor Damage,Other,NY,1,2,2,53460,9720,4860,38880,Volkswagen,2009,N
249,43,OH,1148.58,FEMALE,MD,adm-clerical,Multi-vehicle Collision,Total Loss,Fire,SC,3,2,1,57100,5710,5710,45680,Honda,2014,N
169,36,IN,1616.26,MALE,High School,exec-managerial,Multi-vehicle Collision,Total Loss,Ambulance,NY,3,2,3,77440,14080,7040,56320,Dodge,2004,N
235,40,IL,1398.94,MALE,College,craft-repair,Single Vehicle Collision,Minor Damage,Ambulance,NY,1,1,2,68300,6830,13660,47810,Suburu,2003,N
112,32,OH,1238.92,MALE,Associate,other-service,Parked Car,Trivial Damage,None,NY,1,0,2,5060,460,920,3680,Honda,2012,N
16,32,IL,968.46,MALE,MD,tech-support,Multi-vehicle Collision,Total Loss,Ambulance,WV,3,0,2,59400,6600,13200,39600,Dodge,1995,Y
128,31,IL,1045.12,FEMALE,High School,transport-moving,Multi-vehicle Collision,Major Damage,Ambulance,NY,3,0,2,69930,0,15540,54390,Ford,2013,Y
103,27,IN,1537.33,FEMALE,College,handlers-cleaners,Multi-vehicle Collision,Minor Damage,Police,NY,3,1,1,77700,7770,15540,54390,Jeep,2008,N
356,54,OH,912.3,MALE,College,prof-specialty,Multi-vehicle Collision,Major Damage,Other,SC,3,2,1,68750,12500,12500,43750,Audi,2007,Y
109,29,OH,1007.28,FEMALE,High School,adm-clerical,Multi-vehicle Collision,Minor Damage,Police,NY,3,1,3,91080,16560,16560,57960,Jeep,1995,N
2,20,IN,1189.98,FEMALE,High School,craft-repair,Single Vehicle Collision,Minor Damage,Other,WV,1,1,3,48360,4030,8060,36270,Audi,2000,N
198,34,OH,1576.41,MALE,Associate,handlers-cleaners,Single Vehicle Collision,Major Damage,Other,WV,1,1,1,95000,9500,9500,76000,Ford,2001,N
107,32,OH,1172.82,MALE,Associate,machine-op-inspct,Vehicle Theft,Trivial Damage,Police,SC,1,1,3,3900,780,390,2730,Ford,2010,N
252,39,IL,1312.22,MALE,High School,transport-moving,Multi-vehicle Collision,Minor Damage,Other,NC,3,0,3,59400,11880,5940,41580,Jeep,2010,Y
303,43,OH,671.01,FEMALE,Associate,machine-op-inspct,Single Vehicle Collision,Minor Damage,Fire,NC,1,2,0,60210,6690,6690,46830,Nissan,2013,N
101,32,IL,895.14,MALE,JD,sales,Single Vehicle Collision,Minor Damage,Ambulance,SC,1,0,3,43600,8720,4360,30520,Suburu,2010,N
446,57,IN,1373.21,MALE,College,adm-clerical,Multi-vehicle Collision,Total Loss,Police,SC,3,0,0,62800,6280,12560,43960,Jeep,2012,N
330,48,OH,1625.65,MALE,College,farming-fishing,Single Vehicle Collision,Major Damage,Ambulance,VA,1,1,3,59500,11900,5950,41650,Dodge,2006,N
211,37,OH,1295.63,FEMALE,PhD,armed-forces,Multi-vehicle Collision,Total Loss,Police,WV,3,1,0,53460,5940,5940,41580,Honda,2009,N
172,33,IL,1459.96,FEMALE,High School,adm-clerical,Multi-vehicle Collision,Total Loss,Ambulance,NY,3,0,1,41690,7580,7580,26530,Saab,1999,N
316,46,OH,1219.94,FEMALE,Masters,prof-specialty,Single Vehicle Collision,Minor Damage,Ambulance,NY,1,0,1,63100,6310,12620,44170,Accura,2000,N
435,60,OH,1064.49,MALE,Associate,priv-house-serv,Single Vehicle Collision,Total Loss,Ambulance,WV,1,2,1,62880,5240,10480,47160,Mercedes,2007,Y
344,51,IL,959.83,FEMALE,Masters,sales,Multi-vehicle Collision,Major Damage,Fire,NY,3,2,2,75400,17400,11600,46400,BMW,2006,Y
204,40,OH,1767.02,MALE,JD,machine-op-inspct,Single Vehicle Collision,Total Loss,Ambulance,SC,1,1,1,46200,4200,8400,33600,Audi,1997,N
278,47,IN,1285.01,MALE,Masters,machine-op-inspct,Single Vehicle Collision,Major Damage,Ambulance,VA,1,2,2,58500,5850,5850,46800,Toyota,2010,N
434,57,OH,1422.95,MALE,JD,transport-moving,Multi-vehicle Collision,Major Damage,Other,SC,3,1,3,66240,11040,11040,44160,Nissan,2003,N
209,36,IN,1223.39,FEMALE,MD,craft-repair,Multi-vehicle Collision,Total Loss,Ambulance,PA,3,1,3,65440,8180,8180,49080,Jeep,2014,N
250,43,IL,1539.06,MALE,Masters,sales,Single Vehicle Collision,Minor Damage,Fire,SC,1,0,3,64200,10700,10700,42800,Ford,2002,N
61,25,IN,988.06,FEMALE,Masters,other-service,Multi-vehicle Collision,Minor Damage,Ambulance,WV,3,1,0,32320,4040,4040,24240,Dodge,2000,N
80,28,IL,1740.57,FEMALE,College,farming-fishing,Single Vehicle Collision,Major Damage,Police,SC,1,0,1,33480,3720,3720,26040,Dodge,2011,N
25,38,OH,1540.91,MALE,College,adm-clerical,Vehicle Theft,Trivial Damage,None,VA,1,1,1,4320,480,960,2880,Toyota,1995,N
4,29,IL,1381.88,MALE,High School,tech-support,Vehicle Theft,Trivial Damage,Police,SC,1,0,2,4200,840,420,2940,Jeep,2008,N
32,29,OH,1446.98,MALE,MD,adm-clerical,Multi-vehicle Collision,Minor Damage,Ambulance,NY,3,2,0,57970,10540,5270,42160,Saab,2006,N
125,31,IN,1220.86,MALE,JD,other-service,Parked Car,Trivial Damage,None,NY,1,1,2,4320,0,960,3360,Saab,2003,N
276,45,IL,948.1,FEMALE,High School,machine-op-inspct,Multi-vehicle Collision,Minor Damage,Fire,SC,3,0,2,69300,13860,6930,48510,Ford,2010,N
148,30,OH,1471.24,FEMALE,Masters,farming-fishing,Multi-vehicle Collision,Minor Damage,Police,NC,3,2,2,32480,4060,4060,24360,Dodge,1997,N
222,38,IN,1157.97,MALE,MD,machine-op-inspct,Single Vehicle Collision,Total Loss,Police,NY,1,2,2,60480,6720,6720,47040,Accura,2001,N
32,38,IL,566.11,MALE,Associate,armed-forces,Parked Car,Trivial Damage,Police,NC,1,0,0,2640,440,440,1760,Honda,2015,N
78,27,OH,1060.88,MALE,JD,other-service,Parked Car,Trivial Damage,Police,SC,1,0,3,6050,550,1100,4400,Volkswagen,2009,N
238,43,OH,1524.45,MALE,High School,handlers-cleaners,Multi-vehicle Collision,Total Loss,Ambulance,NC,4,0,0,42700,4270,4270,34160,Saab,1995,Y
313,47,IN,1556.17,MALE,College,prof-specialty,Single Vehicle Collision,Major Damage,Ambulance,SC,1,1,3,40260,3660,7320,29280,Accura,1996,Y
334,50,OH,1216.24,MALE,Masters,priv-house-serv,Single Vehicle Collision,Major Damage,Fire,NY,1,2,0,50000,5000,10000,35000,Chevrolet,2008,N
190,35,IN,1484.72,FEMALE,High School,tech-support,Parked Car,Trivial Damage,None,NY,1,0,1,3840,640,320,2880,Saab,1998,N
194,41,IL,1203.81,MALE,JD,transport-moving,Multi-vehicle Collision,Minor Damage,Police,WV,3,0,2,95900,13700,20550,61650,Saab,1999,N
290,47,IN,1393.34,MALE,High School,exec-managerial,Multi-vehicle Collision,Minor Damage,Ambulance,WV,3,1,3,56160,6240,12480,37440,Audi,2002,N
26,42,OH,1484.48,MALE,PhD,armed-forces,Single Vehicle Collision,Major Damage,Police,SC,1,2,3,63030,5730,11460,45840,Saab,1996,N
254,41,IL,1581.27,FEMALE,PhD,handlers-cleaners,Single Vehicle Collision,Minor Damage,Police,NY,1,2,2,63470,5770,11540,46160,BMW,1999,N
199,38,IL,1281.25,FEMALE,High School,tech-support,Single Vehicle Collision,Major Damage,Police,WV,1,0,2,44440,8080,4040,32320,BMW,2007,Y
137,35,IN,1667.83,MALE,JD,prof-specialty,Parked Car,Minor Damage,Police,WV,1,1,1,6600,1200,1200,4200,Jeep,2005,N
134,36,OH,1497.41,MALE,PhD,machine-op-inspct,Multi-vehicle Collision,Minor Damage,Ambulance,WV,3,2,0,77200,9650,9650,57900,Ford,1996,N
73,30,OH,803.36,FEMALE,High School,protective-serv,Multi-vehicle Collision,Total Loss,Other,WV,3,0,0,57000,0,11400,45600,Audi,2013,N
289,45,OH,1221.41,FEMALE,Masters,farming-fishing,Vehicle Theft,Trivial Damage,Police,WV,1,2,1,2700,300,300,2100,Honda,2006,N
176,36,OH,1865.83,MALE,College,transport-moving,Single Vehicle Collision,Total Loss,Police,WV,1,2,1,47300,4300,8600,34400,Volkswagen,2006,N
145,37,OH,1434.27,FEMALE,Associate,tech-support,Single Vehicle Collision,Major Damage,Other,VA,1,2,3,55110,5010,10020,40080,Nissan,2002,N
164,31,IN,1114.68,FEMALE,Associate,other-service,Vehicle Theft,Trivial Damage,Police,SC,1,1,0,4320,480,480,3360,Mercedes,2002,N
186,38,OH,1218.56,FEMALE,Masters,transport-moving,Multi-vehicle Collision,Total Loss,Police,VA,3,2,2,68760,11460,5730,51570,Saab,1998,Y
85,31,IL,1234.69,FEMALE,MD,tech-support,Multi-vehicle Collision,Major Damage,Other,WV,2,2,1,74400,14880,7440,52080,BMW,2003,Y
162,33,OH,964.92,FEMALE,Associate,exec-managerial,Multi-vehicle Collision,Major Damage,Fire,NY,4,2,1,35300,3530,3530,28240,Mercedes,1996,Y
